image,image_path,label
00012_00036_00023,data\gtsrb\Train\12\00012_00036_00023.png,12
00003_00045_00023,data\gtsrb\Train\3\00003_00045_00023.png,3
00010_00002_00028,data\gtsrb\Train\10\00010_00002_00028.png,10
00007_00022_00009,data\gtsrb\Train\7\00007_00022_00009.png,7
00008_00036_00006,data\gtsrb\Train\8\00008_00036_00006.png,8
00036_00003_00010,data\gtsrb\Train\36\00036_00003_00010.png,36
00036_00004_00001,data\gtsrb\Train\36\00036_00004_00001.png,36
00039_00002_00010,data\gtsrb\Train\39\00039_00002_00010.png,39
00003_00045_00022,data\gtsrb\Train\3\00003_00045_00022.png,3
00010_00012_00003,data\gtsrb\Train\10\00010_00012_00003.png,10
00005_00028_00008,data\gtsrb\Train\5\00005_00028_00008.png,5
00025_00034_00020,data\gtsrb\Train\25\00025_00034_00020.png,25
00013_00034_00014,data\gtsrb\Train\13\00013_00034_00014.png,13
00018_00029_00019,data\gtsrb\Train\18\00018_00029_00019.png,18
00014_00001_00011,data\gtsrb\Train\14\00014_00001_00011.png,14
00009_00002_00020,data\gtsrb\Train\9\00009_00002_00020.png,9
00016_00013_00001,data\gtsrb\Train\16\00016_00013_00001.png,16
00013_00034_00022,data\gtsrb\Train\13\00013_00034_00022.png,13
00011_00001_00003,data\gtsrb\Train\11\00011_00001_00003.png,11
00002_00040_00010,data\gtsrb\Train\2\00002_00040_00010.png,2
00031_00005_00027,data\gtsrb\Train\31\00031_00005_00027.png,31
00023_00007_00028,data\gtsrb\Train\23\00023_00007_00028.png,23
00026_00002_00019,data\gtsrb\Train\26\00026_00002_00019.png,26
00013_00049_00011,data\gtsrb\Train\13\00013_00049_00011.png,13
00012_00004_00027,data\gtsrb\Train\12\00012_00004_00027.png,12
00005_00032_00010,data\gtsrb\Train\5\00005_00032_00010.png,5
00005_00047_00003,data\gtsrb\Train\5\00005_00047_00003.png,5
00042_00006_00004,data\gtsrb\Train\42\00042_00006_00004.png,42
00023_00008_00003,data\gtsrb\Train\23\00023_00008_00003.png,23
00025_00021_00026,data\gtsrb\Train\25\00025_00021_00026.png,25
00004_00005_00017,data\gtsrb\Train\4\00004_00005_00017.png,4
00035_00021_00010,data\gtsrb\Train\35\00035_00021_00010.png,35
00003_00035_00003,data\gtsrb\Train\3\00003_00035_00003.png,3
00001_00016_00025,data\gtsrb\Train\1\00001_00016_00025.png,1
00009_00043_00021,data\gtsrb\Train\9\00009_00043_00021.png,9
00018_00012_00002,data\gtsrb\Train\18\00018_00012_00002.png,18
00000_00002_00018,data\gtsrb\Train\0\00000_00002_00018.png,0
00005_00058_00022,data\gtsrb\Train\5\00005_00058_00022.png,5
00003_00021_00022,data\gtsrb\Train\3\00003_00021_00022.png,3
00010_00063_00002,data\gtsrb\Train\10\00010_00063_00002.png,10
00038_00010_00008,data\gtsrb\Train\38\00038_00010_00008.png,38
00025_00008_00008,data\gtsrb\Train\25\00025_00008_00008.png,25
00001_00063_00008,data\gtsrb\Train\1\00001_00063_00008.png,1
00005_00025_00025,data\gtsrb\Train\5\00005_00025_00025.png,5
00016_00009_00013,data\gtsrb\Train\16\00016_00009_00013.png,16
00010_00041_00023,data\gtsrb\Train\10\00010_00041_00023.png,10
00005_00026_00014,data\gtsrb\Train\5\00005_00026_00014.png,5
00028_00010_00026,data\gtsrb\Train\28\00028_00010_00026.png,28
00020_00010_00000,data\gtsrb\Train\20\00020_00010_00000.png,20
00041_00005_00011,data\gtsrb\Train\41\00041_00005_00011.png,41
00015_00003_00018,data\gtsrb\Train\15\00015_00003_00018.png,15
00015_00003_00014,data\gtsrb\Train\15\00015_00003_00014.png,15
00014_00018_00000,data\gtsrb\Train\14\00014_00018_00000.png,14
00015_00009_00010,data\gtsrb\Train\15\00015_00009_00010.png,15
00010_00051_00028,data\gtsrb\Train\10\00010_00051_00028.png,10
00017_00016_00003,data\gtsrb\Train\17\00017_00016_00003.png,17
00013_00016_00014,data\gtsrb\Train\13\00013_00016_00014.png,13
00005_00036_00024,data\gtsrb\Train\5\00005_00036_00024.png,5
00017_00006_00024,data\gtsrb\Train\17\00017_00006_00024.png,17
00012_00031_00008,data\gtsrb\Train\12\00012_00031_00008.png,12
00016_00008_00028,data\gtsrb\Train\16\00016_00008_00028.png,16
00019_00003_00001,data\gtsrb\Train\19\00019_00003_00001.png,19
00001_00057_00025,data\gtsrb\Train\1\00001_00057_00025.png,1
00008_00031_00000,data\gtsrb\Train\8\00008_00031_00000.png,8
00005_00050_00021,data\gtsrb\Train\5\00005_00050_00021.png,5
00009_00037_00026,data\gtsrb\Train\9\00009_00037_00026.png,9
00025_00032_00023,data\gtsrb\Train\25\00025_00032_00023.png,25
00003_00019_00018,data\gtsrb\Train\3\00003_00019_00018.png,3
00001_00061_00017,data\gtsrb\Train\1\00001_00061_00017.png,1
00006_00012_00026,data\gtsrb\Train\6\00006_00012_00026.png,6
00001_00055_00027,data\gtsrb\Train\1\00001_00055_00027.png,1
00035_00007_00004,data\gtsrb\Train\35\00035_00007_00004.png,35
00030_00007_00004,data\gtsrb\Train\30\00030_00007_00004.png,30
00038_00038_00011,data\gtsrb\Train\38\00038_00038_00011.png,38
00035_00030_00004,data\gtsrb\Train\35\00035_00030_00004.png,35
00029_00002_00005,data\gtsrb\Train\29\00029_00002_00005.png,29
00025_00040_00027,data\gtsrb\Train\25\00025_00040_00027.png,25
00025_00032_00001,data\gtsrb\Train\25\00025_00032_00001.png,25
00013_00046_00028,data\gtsrb\Train\13\00013_00046_00028.png,13
00017_00018_00019,data\gtsrb\Train\17\00017_00018_00019.png,17
00030_00008_00028,data\gtsrb\Train\30\00030_00008_00028.png,30
00000_00002_00002,data\gtsrb\Train\0\00000_00002_00002.png,0
00001_00071_00014,data\gtsrb\Train\1\00001_00071_00014.png,1
00040_00008_00006,data\gtsrb\Train\40\00040_00008_00006.png,40
00035_00001_00024,data\gtsrb\Train\35\00035_00001_00024.png,35
00038_00022_00001,data\gtsrb\Train\38\00038_00022_00001.png,38
00004_00042_00015,data\gtsrb\Train\4\00004_00042_00015.png,4
00028_00003_00018,data\gtsrb\Train\28\00028_00003_00018.png,28
00014_00024_00010,data\gtsrb\Train\14\00014_00024_00010.png,14
00030_00011_00008,data\gtsrb\Train\30\00030_00011_00008.png,30
00020_00002_00000,data\gtsrb\Train\20\00020_00002_00000.png,20
00010_00034_00015,data\gtsrb\Train\10\00010_00034_00015.png,10
00003_00007_00021,data\gtsrb\Train\3\00003_00007_00021.png,3
00007_00003_00008,data\gtsrb\Train\7\00007_00003_00008.png,7
00025_00039_00013,data\gtsrb\Train\25\00025_00039_00013.png,25
00012_00034_00027,data\gtsrb\Train\12\00012_00034_00027.png,12
00006_00008_00007,data\gtsrb\Train\6\00006_00008_00007.png,6
00010_00052_00003,data\gtsrb\Train\10\00010_00052_00003.png,10
00035_00029_00000,data\gtsrb\Train\35\00035_00029_00000.png,35
00029_00006_00000,data\gtsrb\Train\29\00029_00006_00000.png,29
00010_00026_00003,data\gtsrb\Train\10\00010_00026_00003.png,10
00010_00024_00021,data\gtsrb\Train\10\00010_00024_00021.png,10
00011_00040_00009,data\gtsrb\Train\11\00011_00040_00009.png,11
00002_00059_00011,data\gtsrb\Train\2\00002_00059_00011.png,2
00012_00044_00004,data\gtsrb\Train\12\00012_00044_00004.png,12
00033_00005_00015,data\gtsrb\Train\33\00033_00005_00015.png,33
00007_00015_00020,data\gtsrb\Train\7\00007_00015_00020.png,7
00021_00008_00013,data\gtsrb\Train\21\00021_00008_00013.png,21
00021_00009_00007,data\gtsrb\Train\21\00021_00009_00007.png,21
00039_00001_00021,data\gtsrb\Train\39\00039_00001_00021.png,39
00013_00055_00026,data\gtsrb\Train\13\00013_00055_00026.png,13
00038_00020_00001,data\gtsrb\Train\38\00038_00020_00001.png,38
00013_00040_00026,data\gtsrb\Train\13\00013_00040_00026.png,13
00010_00012_00000,data\gtsrb\Train\10\00010_00012_00000.png,10
00013_00039_00001,data\gtsrb\Train\13\00013_00039_00001.png,13
00002_00009_00000,data\gtsrb\Train\2\00002_00009_00000.png,2
00033_00006_00001,data\gtsrb\Train\33\00033_00006_00001.png,33
00029_00004_00001,data\gtsrb\Train\29\00029_00004_00001.png,29
00031_00011_00007,data\gtsrb\Train\31\00031_00011_00007.png,31
00001_00018_00012,data\gtsrb\Train\1\00001_00018_00012.png,1
00035_00010_00019,data\gtsrb\Train\35\00035_00010_00019.png,35
00003_00000_00021,data\gtsrb\Train\3\00003_00000_00021.png,3
00034_00009_00019,data\gtsrb\Train\34\00034_00009_00019.png,34
00003_00046_00003,data\gtsrb\Train\3\00003_00046_00003.png,3
00004_00053_00014,data\gtsrb\Train\4\00004_00053_00014.png,4
00018_00007_00002,data\gtsrb\Train\18\00018_00007_00002.png,18
00023_00012_00019,data\gtsrb\Train\23\00023_00012_00019.png,23
00013_00051_00006,data\gtsrb\Train\13\00013_00051_00006.png,13
00021_00005_00014,data\gtsrb\Train\21\00021_00005_00014.png,21
00009_00041_00011,data\gtsrb\Train\9\00009_00041_00011.png,9
00013_00027_00026,data\gtsrb\Train\13\00013_00027_00026.png,13
00013_00031_00007,data\gtsrb\Train\13\00013_00031_00007.png,13
00033_00014_00009,data\gtsrb\Train\33\00033_00014_00009.png,33
00030_00012_00013,data\gtsrb\Train\30\00030_00012_00013.png,30
00026_00007_00024,data\gtsrb\Train\26\00026_00007_00024.png,26
00009_00008_00023,data\gtsrb\Train\9\00009_00008_00023.png,9
00001_00035_00024,data\gtsrb\Train\1\00001_00035_00024.png,1
00018_00025_00002,data\gtsrb\Train\18\00018_00025_00002.png,18
00004_00001_00023,data\gtsrb\Train\4\00004_00001_00023.png,4
00002_00000_00013,data\gtsrb\Train\2\00002_00000_00013.png,2
00022_00001_00026,data\gtsrb\Train\22\00022_00001_00026.png,22
00013_00009_00012,data\gtsrb\Train\13\00013_00009_00012.png,13
00017_00020_00029,data\gtsrb\Train\17\00017_00020_00029.png,17
00023_00004_00001,data\gtsrb\Train\23\00023_00004_00001.png,23
00017_00034_00011,data\gtsrb\Train\17\00017_00034_00011.png,17
00038_00022_00019,data\gtsrb\Train\38\00038_00022_00019.png,38
00022_00002_00029,data\gtsrb\Train\22\00022_00002_00029.png,22
00012_00065_00023,data\gtsrb\Train\12\00012_00065_00023.png,12
00007_00037_00012,data\gtsrb\Train\7\00007_00037_00012.png,7
00003_00014_00027,data\gtsrb\Train\3\00003_00014_00027.png,3
00010_00035_00011,data\gtsrb\Train\10\00010_00035_00011.png,10
00021_00005_00002,data\gtsrb\Train\21\00021_00005_00002.png,21
00017_00023_00025,data\gtsrb\Train\17\00017_00023_00025.png,17
00002_00017_00020,data\gtsrb\Train\2\00002_00017_00020.png,2
00022_00000_00002,data\gtsrb\Train\22\00022_00000_00002.png,22
00009_00007_00012,data\gtsrb\Train\9\00009_00007_00012.png,9
00028_00014_00002,data\gtsrb\Train\28\00028_00014_00002.png,28
00012_00015_00016,data\gtsrb\Train\12\00012_00015_00016.png,12
00011_00019_00022,data\gtsrb\Train\11\00011_00019_00022.png,11
00002_00034_00007,data\gtsrb\Train\2\00002_00034_00007.png,2
00033_00012_00007,data\gtsrb\Train\33\00033_00012_00007.png,33
00011_00031_00014,data\gtsrb\Train\11\00011_00031_00014.png,11
00031_00021_00016,data\gtsrb\Train\31\00031_00021_00016.png,31
00003_00030_00028,data\gtsrb\Train\3\00003_00030_00028.png,3
00001_00051_00007,data\gtsrb\Train\1\00001_00051_00007.png,1
00005_00042_00025,data\gtsrb\Train\5\00005_00042_00025.png,5
00023_00003_00015,data\gtsrb\Train\23\00023_00003_00015.png,23
00001_00026_00027,data\gtsrb\Train\1\00001_00026_00027.png,1
00012_00031_00004,data\gtsrb\Train\12\00012_00031_00004.png,12
00038_00038_00019,data\gtsrb\Train\38\00038_00038_00019.png,38
00038_00023_00023,data\gtsrb\Train\38\00038_00023_00023.png,38
00038_00027_00013,data\gtsrb\Train\38\00038_00027_00013.png,38
00038_00035_00000,data\gtsrb\Train\38\00038_00035_00000.png,38
00004_00003_00012,data\gtsrb\Train\4\00004_00003_00012.png,4
00012_00004_00002,data\gtsrb\Train\12\00012_00004_00002.png,12
00018_00021_00023,data\gtsrb\Train\18\00018_00021_00023.png,18
00013_00041_00029,data\gtsrb\Train\13\00013_00041_00029.png,13
00010_00005_00015,data\gtsrb\Train\10\00010_00005_00015.png,10
00028_00010_00029,data\gtsrb\Train\28\00028_00010_00029.png,28
00013_00038_00025,data\gtsrb\Train\13\00013_00038_00025.png,13
00033_00001_00010,data\gtsrb\Train\33\00033_00001_00010.png,33
00001_00014_00019,data\gtsrb\Train\1\00001_00014_00019.png,1
00002_00024_00015,data\gtsrb\Train\2\00002_00024_00015.png,2
00012_00055_00007,data\gtsrb\Train\12\00012_00055_00007.png,12
00020_00004_00021,data\gtsrb\Train\20\00020_00004_00021.png,20
00005_00059_00022,data\gtsrb\Train\5\00005_00059_00022.png,5
00035_00030_00013,data\gtsrb\Train\35\00035_00030_00013.png,35
00023_00014_00006,data\gtsrb\Train\23\00023_00014_00006.png,23
00010_00001_00029,data\gtsrb\Train\10\00010_00001_00029.png,10
00032_00004_00016,data\gtsrb\Train\32\00032_00004_00016.png,32
00002_00005_00029,data\gtsrb\Train\2\00002_00005_00029.png,2
00013_00033_00013,data\gtsrb\Train\13\00013_00033_00013.png,13
00007_00041_00018,data\gtsrb\Train\7\00007_00041_00018.png,7
00036_00007_00013,data\gtsrb\Train\36\00036_00007_00013.png,36
00011_00024_00020,data\gtsrb\Train\11\00011_00024_00020.png,11
00002_00024_00010,data\gtsrb\Train\2\00002_00024_00010.png,2
00001_00011_00020,data\gtsrb\Train\1\00001_00011_00020.png,1
00003_00038_00005,data\gtsrb\Train\3\00003_00038_00005.png,3
00014_00016_00014,data\gtsrb\Train\14\00014_00016_00014.png,14
00002_00009_00020,data\gtsrb\Train\2\00002_00009_00020.png,2
00002_00019_00020,data\gtsrb\Train\2\00002_00019_00020.png,2
00024_00004_00001,data\gtsrb\Train\24\00024_00004_00001.png,24
00025_00035_00028,data\gtsrb\Train\25\00025_00035_00028.png,25
00018_00012_00017,data\gtsrb\Train\18\00018_00012_00017.png,18
00001_00067_00002,data\gtsrb\Train\1\00001_00067_00002.png,1
00037_00003_00022,data\gtsrb\Train\37\00037_00003_00022.png,37
00004_00003_00016,data\gtsrb\Train\4\00004_00003_00016.png,4
00011_00013_00023,data\gtsrb\Train\11\00011_00013_00023.png,11
00040_00006_00014,data\gtsrb\Train\40\00040_00006_00014.png,40
00030_00007_00028,data\gtsrb\Train\30\00030_00007_00028.png,30
00033_00004_00004,data\gtsrb\Train\33\00033_00004_00004.png,33
00001_00014_00000,data\gtsrb\Train\1\00001_00014_00000.png,1
00014_00006_00012,data\gtsrb\Train\14\00014_00006_00012.png,14
00007_00000_00012,data\gtsrb\Train\7\00007_00000_00012.png,7
00011_00037_00000,data\gtsrb\Train\11\00011_00037_00000.png,11
00013_00010_00026,data\gtsrb\Train\13\00013_00010_00026.png,13
00011_00011_00024,data\gtsrb\Train\11\00011_00011_00024.png,11
00004_00064_00027,data\gtsrb\Train\4\00004_00064_00027.png,4
00007_00045_00001,data\gtsrb\Train\7\00007_00045_00001.png,7
00003_00027_00026,data\gtsrb\Train\3\00003_00027_00026.png,3
00008_00001_00010,data\gtsrb\Train\8\00008_00001_00010.png,8
00002_00054_00006,data\gtsrb\Train\2\00002_00054_00006.png,2
00027_00003_00001,data\gtsrb\Train\27\00027_00003_00001.png,27
00010_00021_00004,data\gtsrb\Train\10\00010_00021_00004.png,10
00035_00011_00018,data\gtsrb\Train\35\00035_00011_00018.png,35
00022_00009_00009,data\gtsrb\Train\22\00022_00009_00009.png,22
00011_00002_00001,data\gtsrb\Train\11\00011_00002_00001.png,11
00010_00012_00002,data\gtsrb\Train\10\00010_00012_00002.png,10
00038_00002_00004,data\gtsrb\Train\38\00038_00002_00004.png,38
00003_00014_00004,data\gtsrb\Train\3\00003_00014_00004.png,3
00001_00003_00019,data\gtsrb\Train\1\00001_00003_00019.png,1
00025_00021_00029,data\gtsrb\Train\25\00025_00021_00029.png,25
00035_00039_00000,data\gtsrb\Train\35\00035_00039_00000.png,35
00001_00021_00021,data\gtsrb\Train\1\00001_00021_00021.png,1
00015_00017_00005,data\gtsrb\Train\15\00015_00017_00005.png,15
00013_00034_00004,data\gtsrb\Train\13\00013_00034_00004.png,13
00004_00001_00025,data\gtsrb\Train\4\00004_00001_00025.png,4
00005_00057_00005,data\gtsrb\Train\5\00005_00057_00005.png,5
00016_00007_00013,data\gtsrb\Train\16\00016_00007_00013.png,16
00007_00026_00027,data\gtsrb\Train\7\00007_00026_00027.png,7
00034_00004_00000,data\gtsrb\Train\34\00034_00004_00000.png,34
00001_00065_00010,data\gtsrb\Train\1\00001_00065_00010.png,1
00001_00015_00026,data\gtsrb\Train\1\00001_00015_00026.png,1
00016_00005_00019,data\gtsrb\Train\16\00016_00005_00019.png,16
00012_00006_00023,data\gtsrb\Train\12\00012_00006_00023.png,12
00015_00005_00010,data\gtsrb\Train\15\00015_00005_00010.png,15
00036_00000_00015,data\gtsrb\Train\36\00036_00000_00015.png,36
00011_00000_00000,data\gtsrb\Train\11\00011_00000_00000.png,11
00021_00010_00005,data\gtsrb\Train\21\00021_00010_00005.png,21
00033_00021_00012,data\gtsrb\Train\33\00033_00021_00012.png,33
00018_00033_00017,data\gtsrb\Train\18\00018_00033_00017.png,18
00013_00020_00019,data\gtsrb\Train\13\00013_00020_00019.png,13
00001_00008_00001,data\gtsrb\Train\1\00001_00008_00001.png,1
00004_00040_00013,data\gtsrb\Train\4\00004_00040_00013.png,4
00023_00006_00005,data\gtsrb\Train\23\00023_00006_00005.png,23
00001_00041_00002,data\gtsrb\Train\1\00001_00041_00002.png,1
00009_00040_00024,data\gtsrb\Train\9\00009_00040_00024.png,9
00025_00009_00011,data\gtsrb\Train\25\00025_00009_00011.png,25
00010_00041_00011,data\gtsrb\Train\10\00010_00041_00011.png,10
00024_00000_00009,data\gtsrb\Train\24\00024_00000_00009.png,24
00028_00011_00029,data\gtsrb\Train\28\00028_00011_00029.png,28
00013_00042_00000,data\gtsrb\Train\13\00013_00042_00000.png,13
00005_00032_00007,data\gtsrb\Train\5\00005_00032_00007.png,5
00030_00001_00015,data\gtsrb\Train\30\00030_00001_00015.png,30
00004_00038_00029,data\gtsrb\Train\4\00004_00038_00029.png,4
00013_00031_00014,data\gtsrb\Train\13\00013_00031_00014.png,13
00008_00010_00007,data\gtsrb\Train\8\00008_00010_00007.png,8
00004_00047_00007,data\gtsrb\Train\4\00004_00047_00007.png,4
00012_00030_00019,data\gtsrb\Train\12\00012_00030_00019.png,12
00017_00034_00028,data\gtsrb\Train\17\00017_00034_00028.png,17
00026_00004_00006,data\gtsrb\Train\26\00026_00004_00006.png,26
00012_00063_00007,data\gtsrb\Train\12\00012_00063_00007.png,12
00003_00015_00013,data\gtsrb\Train\3\00003_00015_00013.png,3
00013_00007_00015,data\gtsrb\Train\13\00013_00007_00015.png,13
00016_00009_00014,data\gtsrb\Train\16\00016_00009_00014.png,16
00011_00037_00014,data\gtsrb\Train\11\00011_00037_00014.png,11
00023_00014_00028,data\gtsrb\Train\23\00023_00014_00028.png,23
00005_00045_00028,data\gtsrb\Train\5\00005_00045_00028.png,5
00001_00007_00020,data\gtsrb\Train\1\00001_00007_00020.png,1
00005_00008_00013,data\gtsrb\Train\5\00005_00008_00013.png,5
00001_00037_00007,data\gtsrb\Train\1\00001_00037_00007.png,1
00010_00042_00001,data\gtsrb\Train\10\00010_00042_00001.png,10
00035_00029_00009,data\gtsrb\Train\35\00035_00029_00009.png,35
00010_00015_00011,data\gtsrb\Train\10\00010_00015_00011.png,10
00002_00069_00019,data\gtsrb\Train\2\00002_00069_00019.png,2
00007_00031_00016,data\gtsrb\Train\7\00007_00031_00016.png,7
00018_00033_00000,data\gtsrb\Train\18\00018_00033_00000.png,18
00018_00032_00001,data\gtsrb\Train\18\00018_00032_00001.png,18
00025_00011_00016,data\gtsrb\Train\25\00025_00011_00016.png,25
00009_00031_00002,data\gtsrb\Train\9\00009_00031_00002.png,9
00026_00015_00018,data\gtsrb\Train\26\00026_00015_00018.png,26
00012_00064_00014,data\gtsrb\Train\12\00012_00064_00014.png,12
00018_00033_00028,data\gtsrb\Train\18\00018_00033_00028.png,18
00000_00005_00028,data\gtsrb\Train\0\00000_00005_00028.png,0
00041_00004_00011,data\gtsrb\Train\41\00041_00004_00011.png,41
00002_00062_00018,data\gtsrb\Train\2\00002_00062_00018.png,2
00014_00023_00013,data\gtsrb\Train\14\00014_00023_00013.png,14
00013_00033_00025,data\gtsrb\Train\13\00013_00033_00025.png,13
00020_00006_00011,data\gtsrb\Train\20\00020_00006_00011.png,20
00007_00019_00005,data\gtsrb\Train\7\00007_00019_00005.png,7
00008_00030_00011,data\gtsrb\Train\8\00008_00030_00011.png,8
00001_00036_00024,data\gtsrb\Train\1\00001_00036_00024.png,1
00028_00011_00005,data\gtsrb\Train\28\00028_00011_00005.png,28
00001_00062_00011,data\gtsrb\Train\1\00001_00062_00011.png,1
00035_00010_00003,data\gtsrb\Train\35\00035_00010_00003.png,35
00026_00014_00023,data\gtsrb\Train\26\00026_00014_00023.png,26
00001_00011_00012,data\gtsrb\Train\1\00001_00011_00012.png,1
00035_00008_00013,data\gtsrb\Train\35\00035_00008_00013.png,35
00013_00007_00016,data\gtsrb\Train\13\00013_00007_00016.png,13
00005_00051_00010,data\gtsrb\Train\5\00005_00051_00010.png,5
00025_00043_00015,data\gtsrb\Train\25\00025_00043_00015.png,25
00035_00003_00006,data\gtsrb\Train\35\00035_00003_00006.png,35
00004_00047_00017,data\gtsrb\Train\4\00004_00047_00017.png,4
00012_00015_00001,data\gtsrb\Train\12\00012_00015_00001.png,12
00038_00032_00023,data\gtsrb\Train\38\00038_00032_00023.png,38
00038_00042_00016,data\gtsrb\Train\38\00038_00042_00016.png,38
00008_00003_00000,data\gtsrb\Train\8\00008_00003_00000.png,8
00025_00030_00020,data\gtsrb\Train\25\00025_00030_00020.png,25
00002_00036_00002,data\gtsrb\Train\2\00002_00036_00002.png,2
00015_00020_00024,data\gtsrb\Train\15\00015_00020_00024.png,15
00038_00031_00019,data\gtsrb\Train\38\00038_00031_00019.png,38
00035_00007_00002,data\gtsrb\Train\35\00035_00007_00002.png,35
00001_00006_00016,data\gtsrb\Train\1\00001_00006_00016.png,1
00004_00052_00015,data\gtsrb\Train\4\00004_00052_00015.png,4
